ventas_promedio,n_empleados,clientes_dia,gastos_operacion,area_m2,tiempo_servicio_prom,satisfaccion_clientes
253376.4102343962,21,439.05221776454687,82969.90203471348,275.1312925174856,4.207785721661277,3.9808183465470237
178762.59068932716,21,386.5909337914827,65056.30939100521,340.6685511314712,5.193697325807465,4.626027545779039
222780.86377374086,17,359.7913737608642,39983.18878270626,304.5772822022364,4.084115868018569,3.714555499890374
255546.1294854933,21,260.0987444615699,68918.75707163336,337.26261144091023,4.236797790055919,4.480018802835872
192450.32112888485,10,436.5244950343942,73646.75017651744,340.118371644794,5.459356057175764,4.796001368491421
268784.9009172836,21,430.99568133525077,58655.04117690549,381.50628730049135,3.9762103014181545,3.593025689074968
219968.06550405975,20,236.19416813447327,70353.83893684205,282.2704683748509,4.933249329516666,4.168828398846982
235415.31251033617,18,386.4479727846491,22564.38924326303,272.7223698631557,3.3047969626857814,4.208276880814523
219914.66938853016,17,415.28238755197856,20000.0,322.358170654286,3.823700579847115,3.4627426241983223
342613.90922544687,10,438.21137720755064,42319.961455537166,359.12584588351564,4.350598254361231,3.3155092571450613
249325.1387631033,7,342.50103808727795,62235.595509374965,302.9031915012218,5.346383866965417,3.5420010652219247
197114.453552205,18,264.2432425853856,82982.4565441282,362.385614592991,3.8612219878055987,3.97396241802851
291127.24560515943,18,299.7883820135955,43103.58466675866,334.50291699043333,3.852808120257083,4.209433463458411
188957.81750144888,19,249.27501415440383,47194.83887568094,289.93922610539545,4.690646741314374,3.815189383809977
260443.17975023776,12,344.8939334885018,61329.09586087123,328.1667751529453,4.803020546248314,4.9653210012312385
152016.49380601122,19,325.31146034313093,52615.21807531447,278.2586604366132,3.775081417654052,4.513087983430186
183590.69755507848,17,564.5036420768707,51762.13846054765,311.93000366330506,4.134672983674232,4.226339588080031
259843.06179345617,21,439.4677142438132,53677.87743853061,246.34204275843823,5.260662579495688,3.784776330661785
286923.3289997705,7,446.9548066889097,79721.82737278526,296.5921684782781,3.673993638856853,4.034915804147143
258568.41405949852,10,397.1352490827729,76742.01433107183,349.98445769726777,4.739033717332955,4.5507773250282755
244217.58588058798,9,313.2682353331482,60352.03983438924,338.3573450717871,4.137726557760764,4.460006902771125
234944.81522053556,21,322.4610041181926,84817.20410879466,331.04208740166695,5.4818069919301475,4.454599174514669
176073.90048162863,6,331.61307001833796,67635.42531101963,314.37398375074105,4.906293829527151,3.8481671105433986
214007.78958026457,19,368.8233272701134,77308.41201807736,307.99230248563975,5.116394026015367,3.7385529188533373
226968.06145201062,9,388.9169810223448,47091.80141177057,236.64714489674665,4.123691161368428,3.286312516462468
302856.11131094577,24,350.07086276805217,50194.84419377913,289.69573134806984,5.077160609213017,4.264272546894482
267180.9144784231,10,320.94015226568666,50034.26562756047,309.1307891832698,5.058933907311673,3.2407381023853006
161847.99223186332,10,290.5884369512015,58699.1662628775,243.7798252129864,4.863642211903609,3.9922448150933136
266204.19846973976,22,210.73512422167465,60898.69855636892,212.41220416050584,4.302173512756142,3.789868472654461
230745.88597918418,22,478.33791650466515,64862.659628954934,356.44163734717233,4.613823741535026,4.111232431171237
216153.89998470206,8,570.5529568265414,89596.57302122857,302.54192633049195,3.203103325594305,4.582776725246499
280583.81444204337,21,469.93367809282506,70819.17193873573,310.49896403788915,5.731303232609022,4.676825303940294
301549.97612479754,18,224.09343740692537,52278.12450750515,327.78134113974363,4.077254184379399,4.351192862177304
296564.00595580996,18,428.7016569640892,59950.88431416265,250.89165247575346,4.2656044892721745,3.617873297537135
208039.12383886808,17,452.37763016208163,82574.13283672808,279.8252102968686,3.5775410273064194,3.9888330911409313
234539.38120743926,11,309.6562301378642,71728.19763906184,375.2033802260099,4.971026406409401,3.5631179536262496
266563.1715701782,16,398.8927239639029,82376.7324513609,275.56723016941334,4.870447030737724,3.672893942130827
298777.25635611796,19,304.36969674773803,52759.751045289755,286.70723522765707,4.293138594721137,4.241209112362377
226041.2881077355,23,502.892899481374,49325.076921355416,266.52559174989096,2.865729286179004,3.5128952130554403
240717.05116680913,15,386.5370922215314,49544.32947960866,262.957288675967,4.001911154179352,3.772796743804256
194683.2512996986,19,258.28445086289514,53970.202632957975,355.27406761710574,4.822015889156022,3.465107148960747
190189.66879596646,16,416.9808098009338,44050.754853442595,176.1659221984989,4.6759951251832526,4.329148612601974
290626.2911197099,7,455.8780673490247,64427.8959256263,277.1493090073901,4.467658970223725,3.81972548691399
317812.00142854115,21,369.81316511358756,64685.80865117467,311.27050713149964,4.203236636547647,2.8918255219870304
246399.4939209833,7,397.9441691743268,80081.66955631593,384.83955493701444,3.394965896099626,4.81682049520179
300176.6448946012,23,343.0246570771202,33596.06249129986,243.2387322055779,5.174709363299584,4.506688560822853
268081.8012523817,24,236.57195468537662,45838.0866530637,234.71643264818792,3.4919152096444113,2.9923475501816235
217744.01226974378,8,334.82662415794925,72083.7071179609,256.99498393359676,4.357025481544482,4.3674156384326
268069.7802754207,7,402.3039632963558,62752.096780673506,335.0852698394776,3.7755762869176177,4.761348486757918
326901.8283232985,20,337.1973132016762,60672.03684581909,306.2642731639345,5.195582773410447,3.906770028491904
248208.6980445024,16,430.0765426739591,78957.80759865181,227.86821644934096,4.907419147532088,4.0745155631720085
328232.18279070035,12,310.7818438802416,44850.6869598576,304.97787987999834,4.249958396117516,3.840641945603978
119012.74479551279,21,317.34091725491726,49069.05911018966,377.57188829446443,4.983828910864069,4.259869622682846
291095.1252187612,11,433.11199979939045,47302.32233334584,313.2240200536568,3.4557824847210448,4.516586880371746
254352.35341190855,15,372.1852516803045,29806.379341599655,308.22789453143236,4.444351437891981,3.4044534189002027
235049.63247670664,22,308.82784188444083,61992.26300124398,311.2371059791087,3.761595599123487,3.646918896588965
254588.03882677513,5,453.38053760086245,52157.2111944557,320.7251360281433,5.217544307235783,4.050823541474236
150621.55426995538,7,281.1264282049472,49006.48787262334,236.6449219299081,4.7620026570915925,4.155109262627406
239016.4056081244,8,277.30510409826513,46298.62310524046,288.40379989431887,4.954960112468676,4.203728148087918
267855.6285755873,17,67.05511889359258,59733.79961372409,291.01219334617963,4.112730471058305,3.903739884464555
323894.7022370758,10,294.60314514225524,48021.90728161858,275.826549001125,5.021367734437732,3.558970363980258
224086.48908631763,18,480.87166789222823,63323.51291412359,334.3060804386935,3.71811378398663,4.49263103525193
209575.3198553406,9,142.7707313827561,66887.70251002295,268.3003268371743,3.8185319339467814,3.389176069853126
224912.14782077319,20,254.80798597707826,55581.33539250007,282.0015789287938,4.377390481948308,3.7538618133009773
295770.1058851037,19,393.90685558901697,54562.98540360862,236.99136596729036,3.8456937734340495,4.008906461340416
266437.55548298423,19,125.51332261072724,62782.365004777355,318.91552798204293,4.996723421713952,4.242569499665986
223511.98981164806,8,298.93013864902355,59567.254197985974,347.095148088051,4.168580618241712,3.854064739410016
275663.3716556678,12,464.0863215610746,79952.39033032092,281.9489741198857,3.7435383992980253,4.376537782916063
254853.87746740202,20,554.3025801848989,64773.98306340307,340.36952053269516,3.6528726664319024,4.625394347681443
298432.2495266445,20,379.02465656670324,76433.79000411465,292.6521612281402,4.988175328336695,3.6885868127233827
214897.3453061324,8,257.3532981758883,69157.66503538522,173.6275314971163,2.7191471368861575,4.195785851942543
233616.89267011159,17,253.98712613517176,40223.72789810416,297.4242332647763,3.79227279608606,4.123085215181286
230394.5923433921,17,364.4907969330904,51626.02686291527,291.22143954079786,5.482033348773533,3.829498890927725
176824.25259339408,6,378.09633211650987,59278.53865436013,305.14977998808405,4.258945668526198,3.046889659203449
264806.0138532288,7,535.7928760058248,73026.66465893897,312.6592717570296,5.001517235136846,4.177094546607478
263052.7636089945,12,447.0804852537203,88917.19496157859,265.80392373252624,4.799249524624412,4.232032333852587
250255.67283212303,19,358.4106487888491,52737.793036691844,373.56574888799724,4.366387988352355,4.543640672810453
238270.64333124267,15,316.47927467405816,60828.84147430015,296.69192230972084,3.3387625919817028,3.832480191819088
179231.4628974793,13,651.471170930221,71998.66922532581,290.01681629067923,3.5718909378928636,3.6664673587351166
228967.73386173206,11,412.65947999958956,59132.587375411626,337.2264804150701,3.5600962346135434,3.542717540003691
232864.2741736615,17,283.12482864224546,84661.45166778691,300.9269972644517,4.837435509810217,2.5008964207547932
209886.13653891906,6,327.53770764085226,39783.19537181236,428.29208296221987,4.968706401436213,3.79764147440884
241935.71441669954,12,262.25452599969,70170.29873200489,289.50461044460195,3.8848297946733163,5.0
270202.5428407269,11,109.54504741496103,70023.19881654206,317.5907725456948,4.4448597194081705,4.635470596788664
344309.2950605265,16,381.26509912073226,77280.58047470594,262.54236725664697,4.505680288930548,3.5039076361804464
258728.89064159195,23,528.2454216557314,60930.77023234492,343.5267771519126,4.554736592185398,3.7426573082876153
262877.5195361382,11,186.9442797752696,73372.81827608745,315.43591970969203,3.966609347715418,3.7394853615840518
246277.70421169163,14,355.5262595879018,56262.911306406575,283.0515974588332,5.646638918859658,4.699266122339035
154061.43923504793,20,279.3095220862403,47979.13094606117,256.3780950699161,4.974511930462736,5.0
248674.30622753914,7,402.15025255698527,45791.95483260743,234.5288850199338,4.551158635353587,4.044898043494972
253011.51049705132,14,332.7669843275434,38378.967189368646,320.9357279437897,4.136818873356081,4.13183467234135
373162.10562426434,10,213.99453455823988,53379.61812727722,230.65602647364864,3.916502083948223,4.260196312279667
240381.95176094386,22,251.88962860502645,64672.32565585595,365.42370846000813,4.778526565426164,3.9920724330562085
265077.3671166806,22,266.9699468015792,56878.01855873617,236.85773751158175,4.168359566561532,4.140992121347212
248264.41151473785,9,484.43182079872076,62969.491499603326,291.08125401958637,4.593612348616743,4.024086651876558
191566.0981190234,11,479.3259276930151,78523.18526079506,255.92293639630836,3.1704821804083365,4.238984988799618
307141.14072575106,6,318.8652112887302,52237.70177511457,301.63431172192884,4.129144325783914,2.9991319343229814
287596.6516343387,15,472.78034334513467,95104.4474706796,301.3253589687652,4.423638472018328,3.7602597722848197
289551.59735215234,17,332.68161606038257,71328.64498485859,322.24014990097874,5.1774685475631745,3.4083029127852154
204530.62726026305,9,317.33372415498127,57046.11416137148,223.6860503082505,3.8543731606125844,4.345047398801341
320139.71554680495,10,355.7117840551175,56705.96858661639,261.81486704105214,3.4599167323169713,3.607196359437768
179907.44686038594,18,378.48252786236367,44878.050648347256,348.5273725576099,4.811305583451924,3.217552540482111
279342.8546900135,16,294.4555207134998,59614.24552669346,332.92758010020054,4.4551604957479825,3.1058055363978267
359522.7812904989,8,352.1865742182223,27576.058001421945,175.0258735861824,3.2945834934297666,4.2246883195124045
200473.18374346558,10,428.7322505646523,78836.49262902838,318.8614793297423,3.3294883404488536,3.53562172015567
221685.1135198614,14,362.9539639206047,20000.0,248.37675120159486,4.047186868550814,3.9309097533338635
254982.56825438206,22,354.278290212432,60626.26460051773,270.4088561647357,4.441376828643801,4.791440022661812
224826.21729419005,19,399.4180214280795,42840.16498014942,288.6336206342832,5.472499590365519,4.187591156225542
172466.82844669337,12,416.6706060858609,49482.32022114535,377.86950788248333,3.7432024671286976,3.7449374753181113
253428.14874030137,13,343.73841813870774,51417.72100616183,247.8651295408357,4.877143988843264,3.4124190019360583
196884.81431369475,9,302.5818942921851,88884.39191192917,229.8053324299923,3.1274044415169753,4.217485736336782
273679.6215317591,14,368.92033034742354,43451.239417944904,322.5159413390362,4.752672621407536,3.935448645763138
204028.78828830985,24,190.60362701767005,73713.89317191184,298.5991188833,5.554609392293502,4.289292654106276
327496.72025087697,10,328.9678004496145,77406.02743901013,360.35016193762743,4.599193301657752,2.8081893699746283
210837.33538318815,20,102.84400916857393,24923.576996353535,282.3583047074321,4.032284786458531,4.568726953961899
233896.92418971623,7,182.42082165634994,50769.70849857849,360.5408629595999,5.362775308500398,3.1435961934516543
290675.8608684835,14,167.38141505832894,82266.8863923855,300.81342988591393,4.74421728191257,3.7579197473657038
188456.78417830224,15,454.73517424530513,40278.398239208196,326.455755428186,4.607516224714858,4.694992521636202
261372.99673020648,15,351.3981815969325,77974.14054966954,381.1971743508134,3.7875869419373775,2.8831973770022166
315357.1377141214,21,223.79509767836655,59732.00127898372,291.63760476304134,4.754638934709481,3.9565980989662206
169625.8382719386,8,399.10660434453564,59083.54005648477,352.2333117837703,4.020698691956353,3.862618511954502
259231.69292661521,8,448.86544793665183,61042.3741907945,269.3200714130996,4.7180094592403,3.9856198122448863
262994.13971242117,21,400.8485556147374,65138.57747297185,311.3769476948121,4.533977397875844,4.178100294366064
289091.1435888655,13,331.1289871507414,45665.427229586356,227.76704141583542,5.2588815821334345,4.007538519391412
188152.4644560959,23,373.2486618419367,56093.70700271192,274.78400155103844,4.096795855653332,3.3299980024877103
183977.16934578618,9,440.1496533142732,65558.97620970316,247.09823705709277,4.3954572899360524,4.048652875951466
276097.0782808449,10,303.0754162337344,62653.28759145013,361.0376301627369,5.058819265830796,3.9908466876466053
264849.2336616593,7,352.98669232578254,65238.383438167,386.9399180475434,4.334773699912521,3.9698930601926374
262524.6425172938,5,324.2806955393569,49219.69433776675,282.26490278340293,4.484931698017829,5.0
267322.41047484876,24,188.65841473475143,69484.48814674951,261.34809087994546,4.215288032939374,4.668713126900213
215998.76392107544,20,441.6568180644302,61897.135132325624,234.3027751645015,4.38544791282948,4.913578378789653
261612.68485805017,15,555.727186499401,36289.49922489116,313.22706880510333,4.969670300467069,4.172047215832165
264653.6236649341,17,262.62053787588104,52029.427245495324,269.88568226657947,5.78513868014058,4.892669568348406
214282.4290986816,14,446.2680234886299,46567.43219537092,272.5641829325866,3.3250491680162337,3.5719994823627776
343288.72555723786,7,265.80062202383994,46374.3286054397,381.4794308715967,3.6144867501805757,3.8203817248261482
273691.64604558935,13,363.27878150770647,52852.79804322853,285.1800674226909,4.400966657574082,3.70992736739222
190434.82513986758,16,500.8012273789776,69202.07905037668,329.33247851693346,4.5347506344972635,3.7520509218520126
282827.68043169146,18,297.9561014607889,50598.11625659913,302.6480544957306,4.347643676450454,4.020650708932433
201265.91648863393,5,348.53135856081263,63375.868278869086,232.2397296329783,4.112704998992351,4.101982800455622
289354.2301871226,22,169.84970034919235,60917.43851776372,207.75598135809474,3.63734974697506,4.215495609639194
307929.7789503702,21,283.57956560537684,48314.213935399646,324.3761029347839,4.072464565007396,4.872327530954345
208965.88408241447,13,159.37276779992942,54827.77303999057,385.2055260433402,5.0720656332985214,3.237684340139479
298168.8064622161,13,392.9178119874999,72972.73834948371,315.749376771025,4.565146743397092,3.397376417750521
270639.0463468249,14,433.16375589515775,62247.09460411628,331.2045091592068,4.972893328533432,2.7790422185375885
291103.0079997245,23,327.83651134291955,68232.41792101583,254.764684720726,3.6576101510202097,3.5790117354689492
344839.6491326974,19,378.58869672567926,79087.4481586167,350.74471710315044,5.510900324499007,3.777916289318143
237730.59419985648,9,317.42695447495527,66524.05581267115,350.12522274410196,4.10668074411626,3.6507887806546906
212313.1917821255,19,424.05453658744364,31189.666996720163,265.19007638479104,4.832641139562969,3.4305258966500163
205524.27851872385,24,362.94619351251987,64058.965741734806,327.2704386916564,4.412443627620989,4.044536884857031
209209.4857517281,6,151.4336644196441,50728.32852489639,211.67910746635164,4.121989963000956,3.8066568390080042
246144.9145292948,17,443.998081809282,87154.53915006242,336.1955983379493,4.802972978885726,3.5576325812634635
267057.5987408322,20,311.04572054168466,65989.04111421264,271.3791207109977,4.920356858059031,4.075527878458636
263834.53996650095,19,222.96205287915956,51038.425537911804,238.64354315449896,6.3816100033437415,3.713402096265557
291359.1624518012,14,306.1066027655997,68497.67894161784,320.13199784960017,4.9474889632344565,4.578264042990047
250650.09459389534,18,159.79303514535604,61361.8635445066,211.41350174421774,4.9369884080385775,3.9181862729579904
322676.7038578658,14,225.0110688760957,34230.640294202894,317.12067903841614,5.301417136588698,3.8250177922470594
236767.1583381022,18,364.2949610115389,72945.91171879071,243.3860435227552,4.87229781433166,4.130771145212907
386008.45832948096,13,372.67116863405664,53916.901288993824,232.68619383840704,4.472899661737443,2.997096889192965
281283.3673882503,18,380.64388342551683,81309.27439161012,302.9926480689842,4.728007523970541,4.606776472696751
207142.12217918586,7,350.32098677634974,58133.53823784285,291.37243712425663,5.098364924955952,4.39244985987431
196455.3750969444,24,280.7134876527988,81589.40225753203,372.83947255452534,5.473534220423436,3.603465804643553
274123.6207621593,20,344.5540860539435,66373.47224858723,235.75993749386902,3.442520707610158,3.434671744727126
238826.86073370746,6,306.27925530521145,74611.85053943895,368.75272455823546,3.1768315351041028,3.4950021322771168
285700.0247046046,14,187.4218401924816,52622.707642757545,243.11776978653614,5.443862813836633,3.2950267990552136
273661.88122867723,7,272.7585008989412,65295.09270819743,345.972120821252,3.9417776340355033,3.151632028624478
246358.55436715635,15,438.95412311690245,34106.478239819,355.3046261426687,3.339446904395329,3.2787960098819884
207660.31409657974,15,508.82941520549446,58094.446456874364,316.07293929454625,3.273625525706093,2.6764439459724088
174257.63876570677,17,415.12750441186887,37732.02687103414,260.4523059730793,5.761293617945123,3.8181949318789945
227674.25239664895,11,504.3697760992414,42855.342887203515,223.8522764021776,5.114328970169593,3.9317217319422686
292819.9397161736,21,358.5388610134958,46637.93601383063,202.411175820241,3.9434350297531533,4.640538196045591
260704.6872065102,6,524.2376084702539,69906.31403911968,392.61454770354425,3.9723719616028457,4.493542170874901
187713.0610644006,16,555.448844032858,57789.59797865568,285.1572553134015,4.538404301009299,3.6330028605606786
258659.0462925591,14,176.6530501963812,60471.40514030769,244.76662261362424,5.101573348473896,3.87617219808131
269265.8689864418,22,372.1493307132833,57381.18413658363,242.84196969799598,4.294194567207335,4.551546116779438
205807.12818994335,15,358.64301890875424,76210.8074833048,308.39311968033803,3.949780207917736,3.775748732968473
257686.2552972764,20,307.5896184415901,60060.629367347414,280.2573948197954,5.294532593308784,4.085293906576637
252910.4359223,21,399.19155381513866,63732.55618127068,204.0353710571516,4.481913298698707,3.6970279185764547
192851.48510846886,23,354.1125068641877,51446.202107578654,343.22703347317247,4.365861859039807,4.019619027409987
267889.3680174142,22,276.45510796079566,77241.13940499371,316.7491777748962,4.914487237321744,4.041844909988443
278039.2263184117,7,347.33948949630184,78365.83930204356,391.99554995844414,3.0045678018548116,3.8255391367794935
304152.5621587639,20,470.459457936839,59446.66570396644,357.0395723777269,4.831894360828168,4.532954893575812
302690.10260174517,10,368.25380968826755,51235.57455479278,145.092642273961,4.787641293515123,3.5678461424852648
181116.53160214546,16,412.69547482561325,35760.35499424416,370.84869869187816,3.5347584158978673,4.057669895196918
203108.74800424385,15,322.29468997209085,46971.053540464374,360.3745624637269,3.1410388097121262,4.891750006648145
275751.763360433,19,395.2064010151615,27493.64907711364,263.1813623822,4.104946912507188,4.155649308715196
275689.29754561046,19,229.07854695168203,46340.362198680086,278.37121214384604,4.628081352213683,3.6017393461482285
275752.3843153024,20,300.02795005802074,65354.55146092901,320.5862553620621,4.69940971218759,4.173757899113454
442636.5745327361,14,339.7331391434072,59244.00074101467,249.2892495601586,5.6928325358753415,5.0
278544.52553465834,16,222.36640793734625,94849.00476682092,287.8635565893585,4.628393621314842,4.019613615180916
306778.28200902994,17,266.9783281107728,54434.14927799422,350.0018722912957,3.5208213378869044,4.396810373864022
297700.0881746601,8,381.31117685738917,53263.02388568336,325.88639543450404,4.324319989179001,4.002591242176829
282569.5625652899,11,362.98319162880324,75941.54399293198,266.66076180191305,3.590949623507782,4.137725549181657
234236.53776798272,6,430.63654246577084,31095.955676316684,351.13802783206125,4.3746275124571445,3.9608723922332634
287948.46102466335,19,289.9488981814836,37773.491661307686,315.1447631271466,5.486237530238048,3.490977731297468
211358.7392731214,12,355.7602226005242,69957.620418832,313.43527264734365,4.821469964465518,4.186978931529912
238159.06966299957,11,282.81325891161714,57068.636955459435,274.2533818509398,3.995450642233008,3.3884927692826095
225731.82260854484,19,420.61285491093264,57412.55948403815,299.6730728165569,4.914638538874973,3.8437799291066113
254093.70696931612,18,469.0746116025248,45942.73263248516,261.29542591901134,3.955552485406921,4.955849469430267
365732.92833367543,12,398.3324827252803,63596.55260373964,202.9724207648175,2.56558908547384,3.9640171735152068
156636.7403704126,16,456.1194276276583,47879.65118030353,286.0103917150508,3.6365612630559117,3.53837914781454
284313.0095187257,17,353.2499862887862,61091.14993045849,293.8923876952601,4.820908281297308,4.120442800097751
169364.20644051742,15,430.5593834995176,42622.74657220147,306.86443897438323,5.040635228206017,3.723208994531851
226403.40671052833,21,357.541774261246,57264.04518926165,360.60772991842475,5.7023533806765645,4.054305679020911
304447.5298483683,21,247.5071933414232,90373.0341074377,267.3857577636645,4.7388257403023495,3.4117260130293783
253214.00095477313,8,374.67213886986065,53625.96315393714,281.612399824264,5.443011505386023,4.389837507185984
196112.7611035347,12,250.47033062094906,58023.62717712331,338.30887988106093,4.941065210692053,4.062319671973924
214234.8145370016,9,583.9128951568911,56962.15503796376,262.3738942709077,5.1561818973304225,3.499050624662932
283979.8874467338,20,316.59118412246653,62617.97112516727,307.6874764404239,5.271204340612355,4.179861462571789
213481.66841414318,8,414.50378554489976,67022.2796952638,279.58589932178216,4.840912009494197,4.9675887509819034
260822.92947909873,19,348.7586780474405,63858.56626014783,287.8187808644287,5.252394105176445,3.602062957083166
252278.59199519068,16,226.63865759640942,64189.73762658757,337.90724446053383,4.011012865432098,4.3788142862987725
217419.98261970916,9,160.14769699354287,57287.49923401722,281.327347200978,2.8013674278381604,4.208967330311754
357197.20446626627,20,424.9013955074131,61504.34583760558,339.5372003619917,4.955517792865211,4.201649371525893
281695.95111590053,18,504.9340926771059,56790.66856218676,202.37834458974208,4.762344971601071,4.450129511610283
148742.87066711963,14,276.51962927896415,32814.619403593206,228.51926630402693,3.8873095309974985,3.8614994084980694
259322.7157384714,11,184.33074804404097,99459.22514777808,184.08999546255757,3.6162833188347374,4.076167579913633
216910.6767615806,17,317.48372675783753,70922.59124320826,241.71146914165166,4.591472429924833,4.049129507534097
292621.6667398112,24,256.2882954761267,45310.21192073174,392.8421831424586,5.0018453666698575,3.5721342056785628
210373.96307836496,9,284.9684320137907,63450.906065751,299.12320456582734,4.863937050635609,4.22939874963667
244263.17792665504,7,411.0373699725285,39807.88916129692,263.9348624771271,3.786248264978472,3.818779089454704
275249.36394902284,19,344.9536952597162,52586.976762559425,339.1403412496212,3.9432314244405062,4.91510920497027
293287.75970850606,8,267.04924411179826,37770.171883113064,346.2005528628586,4.9686397486223015,3.7460702090646576
189985.1796472112,19,408.8500786261195,59232.22731539358,238.9576092968737,4.55088028754459,3.3398459619358856
233274.9382079526,18,416.6872345075791,36279.671608049146,424.9100058987056,5.242107740322026,4.560208115840626
226252.7344419522,24,316.29425139553746,65826.34341469298,313.8165421500528,4.273709642199313,3.627876969430114
217333.5383713144,23,363.791652091806,70233.31621369245,320.11759942271703,5.0176673605630056,3.39335402197304
338272.7120140549,17,402.05018830769745,47595.29100624562,324.8616575678931,4.472245121779337,4.193763979121073
270249.0855480478,14,392.6103130983397,62413.41306298593,324.7568935022986,3.994039134031419,4.666247179975347
186955.80228324776,9,354.06140869655326,46800.53471966385,268.9263297642761,5.149713983457081,4.368673880029036
295893.0973527388,24,493.2586118225296,67675.96446404862,405.62596454814013,3.805207359225011,3.7141265552909593
356107.80985063163,24,408.2680813015186,49670.729271563105,285.74057766281703,4.5519063271517775,4.064279460684693
301623.26302755735,10,304.93209835022674,71834.55187570381,347.8758888821663,4.62424049083447,3.8563141801511014
174031.50170229934,8,305.5330932301095,32826.12269497516,276.2532688889376,4.415797901947342,4.830427455802065
225788.29635668744,6,294.19136498633264,44925.361273501694,267.38667484483426,5.193559650087755,3.781346886906104
313345.5574593311,20,413.2120947227811,43367.75518070182,395.0932306625495,4.900830774439779,4.049499028812399
214616.52671906096,22,287.7252439998093,63050.306376074965,294.581448169058,4.817399942455645,4.084624130871331
272190.97140731144,9,307.51009107971936,68326.3454916238,298.29463995052276,4.54792414506021,3.419891471483605
288731.70267146686,8,455.8022388115813,64209.56050174031,314.1808602752505,5.799429399353741,3.903541413734972
203653.47642109584,17,369.1631962067389,52365.352074139446,430.08852356604007,5.52526708121726,3.9116991405670283
247023.73219691,23,469.85326271211875,20000.0,408.43805839607137,5.143600381086917,4.688418811409431
100000.0,6,429.8059873352342,60580.534421363445,364.18913041628866,5.028571911555377,4.097570024879497
198780.6179332855,17,232.33281709299365,71820.73626475604,442.6811291370225,4.078419275902568,3.810838776004453
237371.592430342,15,339.7866941759299,100207.63307449868,252.77116400395457,4.465644557041227,3.927440718331932
187610.84090175753,8,448.99490399685425,53634.07168934008,332.7941995345695,4.945074632203333,3.9665203330492873
331620.56519658177,24,227.78239348489876,50020.26733598869,303.7911465490219,5.236106731798546,3.980543127545012
178492.93110196837,24,391.97108203586765,64803.82171932231,211.54561339820717,5.124433462399091,4.463714884595802
227997.7756651508,19,346.0763526301256,56157.6233516783,323.1548465331888,4.906673606306521,4.489353064827397
256537.02886430456,8,174.5211257877613,79130.60110894812,275.45867600429756,5.900438152550034,3.5046486205332754
322063.66445330577,13,361.96593045189337,47877.170126277924,376.6750420490155,4.405088299879817,4.5339798372670455
178206.89244102803,11,266.25319838734674,56267.28421513456,280.24890677808156,5.209232863157272,4.375673730575065
308158.18760774797,23,233.2348217883574,73143.19611408519,277.40540153885786,5.124008032713915,3.9736374578825093
250511.65305097937,23,350.91406758226327,64625.464689478285,376.6534412925652,4.810846184546352,3.2630179098119525
200924.56744760246,10,156.91470607469932,77418.11507637042,296.7273010788914,4.836350163194961,4.106321241163412
