ventas_diarias,clientes,ticket_promedio,productos_vendidos,descuentos,publicidad,competencia_precios,satisfaccion_clientes,dias_festivos,ventas_online,ventas_tienda,gastos_operativos,inventario,personal,region
149.35844398327882,40,158.47015748044075,78,3.044706325690389,957.1255924020453,105.77456471979545,2.959281419116697,0,64.01463870591277,85.02368451634905,589.1488843665811,1305.532310408537,22,Este
215.7123666297637,30,117.90589980404376,70,7.057754883357888,848.0792745176998,84.89453702721211,4.2764059895965,0,106.28737591117162,96.973025915846,551.2931640548034,876.6975892150309,16,Oeste
154.59879622393944,30,127.51756282278453,72,1.3833158919515318,998.3765996041876,86.74415052719738,3.5587314704264212,0,55.492827608885264,96.2418592525134,510.6217263922003,1227.991259156951,7,Este
129.38481493323542,24,152.05082879635046,72,4.720971943333859,1350.2172036103452,106.56808217424033,3.8192013091617407,0,88.46491215841498,94.65220914499108,289.83073521826805,1140.8719725521275,15,Norte
273.2824384460777,34,116.25441840717663,89,6.220267090175868,1001.2631562627357,120.13052996463593,4.776565601769677,0,122.7443655909882,107.6817172744066,564.0010630514942,877.9999246529256,14,Norte
188.7111849756732,29,166.62422206399512,82,5.684238840219314,1162.1122392793113,99.65779458928115,4.8864058620605455,0,10.0,117.4090667175571,572.9240976659212,1046.5371765355949,7,Este
203.3764102343962,33,167.43111932576284,90,3.565434053968662,746.0185472835228,107.5550616019326,3.7122532824535943,0,69.76255042013713,150.5543854072387,376.04611272429725,1060.2859156594666,20,Oeste
128.76259068932717,28,156.5434110575558,87,6.320517413413098,814.4110147759843,111.3712001544601,4.28889331531592,0,87.84907995702467,110.20189472051601,382.8401091764397,971.5935119286636,13,Oeste
172.78086377374086,28,127.57731974484156,79,3.2279212232281846,1106.1930655191027,112.45757782950237,3.723862754788678,1,26.238518421697755,133.04083226510377,551.7598595669597,969.4129000124257,14,Norte
205.5461294854933,36,177.6027787773703,80,4.95523068700638,1567.796112501134,85.69712911245043,3.8565635105506986,0,64.11165829242596,120.3012524819415,519.4325068134269,695.0344736628809,17,Norte
142.45032112888487,28,190.74421279436717,82,6.303683143960711,1428.9324578544622,88.34484654692645,3.697112292550724,0,111.3349593242544,141.62323081971837,302.52064180783395,862.1465573997725,20,Este
218.7849009172836,22,152.9415365489195,74,5.925825558986227,1174.8484208368418,89.64888109084697,3.1378281598017574,0,58.87054553768331,121.8670135862344,417.79782958544223,952.3255735620949,20,Sur
169.96806550405975,29,160.21070756902472,68,3.649921977161064,1045.4301280482155,128.92950701340948,4.047527611866855,0,35.470206923427234,94.1271289873212,531.3843098902034,885.4863220673199,13,Oeste
185.41531251033615,33,154.03477309592088,86,7.394989033128727,1420.3208066881512,107.62289408757856,4.1440826934730834,0,113.92495469486784,83.27201389437656,567.6676869168869,828.8671863154534,16,Norte
169.91466938853014,28,160.60738377997598,85,5.173389142971068,1238.403496913537,106.94973580577525,3.6644991273444307,1,93.33505080591296,128.4091839401686,441.5680780174198,1212.218270623803,15,Este
292.6139092254469,24,147.60882486747207,68,6.485990821878303,311.9013932888016,105.49353629775608,4.543895855718555,0,77.93431125486137,170.93513959602555,485.2543511501637,979.214982671064,13,Este
199.3251387631033,24,149.30871520312394,71,8.058202013346495,683.8207456434334,80.18809894570751,3.78195989145239,0,77.04824518675933,110.83501491961061,412.06478943053776,1433.3483441072865,17,Este
147.114453552205,31,168.1143520099473,77,7.235041097549214,1101.4420976073795,129.07285706165558,3.6813940875704927,0,110.84847413314824,91.9654538468719,632.3923674161531,1044.5494998132526,8,Oeste
241.12724560515946,30,196.91248323792883,88,7.240258812662088,463.90973033470834,107.18781296180441,4.263251559054053,0,88.83584975027688,109.75317298913723,517.4588277526009,1208.0310385369394,14,Sur
138.9578175014489,43,121.99857531196523,85,5.385359859698944,730.7232985729413,110.8474016898243,3.2286590050137356,0,99.36836438805626,97.54421956390044,433.23117171852533,958.3755910063464,10,Este
210.44317975023776,39,147.92375031194067,89,6.587870241821019,790.0555169026078,73.51718066626297,4.453339515851403,0,59.22300815578745,93.32077923552343,384.3698567825182,867.6650468156055,12,Este
102.01649380601123,32,126.39079029535836,82,5.427193149128632,923.1502281262499,111.69465778542278,3.7989154213028185,0,22.479349735797655,62.25621673998994,373.31126312010315,1052.5698410271589,12,Sur
133.59069755507846,34,181.84049797152167,78,2.581351064443173,913.7709375321376,94.6568132480856,4.494643038197045,0,98.65741100625365,110.22366854952446,681.1554719252331,1259.1032141522296,13,Este
209.84306179345617,33,138.24524061360202,78,5.605487585010085,913.2638718499519,80.15825537910644,4.6440652629145776,0,113.02783764998546,129.4310861537355,482.6488155804884,982.1855129091215,14,Norte
236.92332899977052,31,121.13598412428412,85,5.512721967476931,1247.5922551720942,85.69354501192304,4.3200767211785704,0,73.26314096982549,76.72383371207792,460.04789098217515,1089.3556367562387,17,Oeste
208.56841405949854,29,162.76373997697146,66,6.167458723043638,920.4328403648398,81.0265868731995,3.5940133536358445,0,106.6326975138054,84.86640998928584,478.67561854682987,1051.5120862904785,15,Sur
194.21758588058796,39,184.88622229486222,64,4.744006049573209,884.6109603786298,80.77323707328085,3.3745841467577975,0,69.94361620469247,82.07752022047148,436.97902138631775,980.3998155480376,18,Sur
184.94481522053556,36,163.27195737121525,81,3.4770888864722984,595.2483687569452,100.90821730546315,3.282963668332382,0,77.27902516044583,64.53288131815194,489.29895069214234,990.6351069177529,15,Oeste
126.07390048162863,30,154.09595754563836,69,6.313012166350454,1307.3038605957474,94.19855816902523,4.551455350850656,0,132.57286365161818,81.77631585442933,503.49284036049687,800.3050742559517,20,Este
164.00778958026456,31,158.18281845551988,64,2.373455425495504,798.5507458157542,105.01104043242081,3.932599943899908,0,71.25439838880708,112.08574284696165,501.50035321421876,997.7822932993507,13,Oeste
176.96806145201063,16,178.2968132565111,86,7.9176382717129385,673.8909015996175,125.13963806602007,3.700389102734576,0,69.48291822339817,66.31768775820646,373.7402201323546,1130.6587926788661,13,Norte
252.85611131094578,45,132.516014599717,79,4.537163877590015,1063.9271724606913,98.05744429558993,3.933958924230554,0,23.90061430378057,114.49830130140656,589.2430980048193,1059.1424236287398,18,Sur
217.18091447842306,34,147.76305791827374,54,5.491056344112336,769.9176212850812,66.32666059062359,4.540310604477084,0,100.70219479942976,91.8613283015834,444.7040566859433,1036.8361055272908,15,Este
111.8479922318633,33,140.94619702980933,73,6.117116306563144,842.2141780617118,96.37062682678275,4.389369892679775,0,58.70475903637079,82.8407176471882,434.13366527891867,1145.0022892441725,9,Este
216.20419846973977,42,126.6426938541658,87,6.181376089688381,1077.5380522957207,117.90091654596807,4.219253077854427,0,84.41675033038078,135.0883526549253,429.61739834674574,1038.9869820703766,10,Oeste
180.74588597918418,35,143.43249481166396,77,2.1820314000965304,902.0552128661332,98.71090791254755,4.3189430287132025,0,70.54882737701845,94.39497578744391,394.75283068689026,1002.7831877703641,9,Sur
166.15389998470206,32,172.15442191964897,88,6.648173161088527,1693.4828125901904,122.93995980537554,4.090086177748474,0,66.62621853524172,101.199445357294,526.7797665287312,1147.0320813922062,15,Oeste
230.5838144420434,33,161.3320429678545,86,5.606307656752547,977.5514370042406,106.79412389706728,4.151056528648213,0,76.4681153041507,171.92027240000868,589.498197234,1027.3199236697935,9,Sur
251.54997612479755,41,162.886210002164,95,3.7294772308827824,1185.3514656637667,72.42595398403917,4.110512615575524,0,78.77442981321775,83.19777465032115,427.70107813661866,952.6809411715116,10,Oeste
246.56400595580993,32,152.92951223306636,80,3.500666098108172,417.49178575211647,101.64373375657537,3.9999693771862233,0,115.28237178905675,182.63498190369455,315.68742146182285,1093.654051029387,11,Este
158.03912383886808,27,160.46647565457178,97,4.331893835886309,741.805260425581,104.45501941397093,4.376686941915641,0,125.60635570077737,106.08835483789358,397.2885402391576,992.9563188865557,12,Oeste
184.53938120743928,29,133.98819315303788,68,2.402516626779016,673.9258915249864,116.20533701910466,4.180641053100198,0,99.52145307324764,74.55461468512141,455.1714050705948,943.6973085625594,17,Sur
216.5631715701782,24,143.8098022814554,68,8.44453478197405,713.6860830092114,127.29454857417352,3.559642484446521,0,118.1466774041257,97.84206635751933,376.85646885687476,1031.0844450401487,15,Norte
248.77725635611796,21,153.84008473937354,82,7.9723026502866885,1124.6613981511007,113.61588279563048,4.264437192761327,0,105.62442412240145,122.75099626489484,440.12683109979287,1033.4181691841463,10,Oeste
176.0412881077355,22,155.5503171776378,64,5.903400401951878,1310.6695203332229,106.60719696080825,4.123623533189652,0,94.8384230580746,170.18015439362853,444.8473175719266,779.275055213003,10,Norte
190.71705116680914,33,156.40375709843747,76,4.553203167315818,1103.3891513903532,110.1428240736752,4.30570673445755,0,123.65428805880333,151.95299234253122,498.4509977883073,1066.6460934600245,16,Este
144.68325129969858,24,147.23329435967244,80,4.605784024125209,932.0066129301073,97.47989790325649,3.9478965431924857,0,40.7457610722403,122.55627399342832,354.50455337477086,1369.302569817034,12,Oeste
140.18966879596647,49,142.45153197739342,68,6.516131412347936,810.7434883862742,78.05683244788855,4.405870156883579,0,59.4661339625229,170.39823925956495,558.0113372992306,804.0777616382992,13,Norte
240.6262911197099,40,213.15542566088595,60,8.515653799003902,1334.0799253559526,100.6224412933429,3.9692957245669214,0,55.3729541943172,44.75851808530058,666.093881869979,899.4848552723024,11,Oeste
267.8120014285412,18,168.135745458648,79,3.859206520806514,1621.3766362464585,105.47935491188359,4.361939843300273,0,70.95836250081625,129.97766120239416,642.9117205480102,1556.0052446477894,15,Oeste
196.3994939209833,31,158.26294951905246,82,2.7648279147533517,1040.5167114351073,81.94513561132115,3.7717642420247444,0,100.57701074252884,132.39758906502405,441.59558527017424,835.573462335694,13,Este
250.17664489460122,27,145.3358300358721,88,8.095281547190542,1281.8089192214716,119.89932459249913,3.806372972950524,0,46.54689643439755,132.88569870315936,566.8655161158359,1257.2780154326001,18,Sur
218.0818012523817,31,140.97562346112247,82,1.4257228248310971,1103.0111049386426,115.08116523223647,4.301026261605062,0,95.08397590433317,55.593953360451636,555.0253805902012,954.2587688618534,16,Sur
167.7440122697438,26,147.3839881254609,93,2.9829383834947074,1226.6514719396769,79.42357877068196,3.8341133031276278,0,62.38817244787286,79.32350393286106,495.6474837070769,1012.0279984619444,17,Oeste
218.0697802754207,26,155.85657687173367,83,4.506284214978295,650.6359665669651,120.48748433184812,5.0,0,69.58807840439171,113.34102311369095,517.7005641175124,973.7664385893012,18,Este
276.90182832329845,28,112.39128911873837,80,1.8791330643899378,853.5591159573628,95.37528446185229,4.2832224933895136,1,86.0124699030157,164.59166019845912,568.3043796859043,1085.1401242961333,13,Oeste
198.20869804450243,18,118.61220809250632,92,7.224298125613196,1118.6408320136752,88.32262652322477,4.0124617430771,0,130.437444171845,196.61057982870648,588.3375804373442,684.0493647002049,9,Este
278.23218279070034,25,137.26235222122085,77,6.7138105410102,1363.7472832245937,116.18916539119789,4.409950388379425,0,58.62958843237618,93.42258993666309,418.8327736598273,1037.2520914796382,15,Sur
69.01274479551279,21,154.14278873557137,78,3.8504135455693658,754.5597335086976,99.23418380859913,3.7596597950117414,0,77.59719819519692,67.60612832115616,574.7691389982683,919.3276301270872,15,Este
241.09512521876118,27,145.21453705696297,78,7.559228238355495,390.0102666879619,128.48777981255304,4.461507409616509,1,47.653243232088336,152.63045745700487,666.6462523485445,627.3852210112008,10,Oeste
204.35235341190855,21,179.56242452198967,72,7.898584856807652,850.5206720676252,87.20667934169873,4.4476176083317664,0,58.341568509658345,224.57480045203533,588.218164201754,1224.1778055378445,21,Norte
185.04963247670662,34,120.35206426008463,81,4.773658703419873,1303.039214304475,74.02513714041018,4.626767028889775,0,47.37975695226576,164.27762533204736,653.646291528986,578.4994466676404,24,Norte
204.58803882677512,30,134.9730906079326,85,4.098663644863985,524.8313226736452,95.79342578250788,3.7795952343257113,0,87.34355263899715,90.05469104023895,241.64806431549658,1429.689246078542,14,Oeste
100.62155426995535,27,180.40183481982203,73,9.519204055484956,646.9240323605247,111.83833748590709,3.3886333729311273,0,92.75926308466336,234.44557172868846,559.5709062628094,1123.3906370308416,10,Norte
189.01640560812442,30,152.62238649350294,87,6.44232364416831,1046.7755758153337,86.09285521696685,3.694922680398726,1,100.61148040171481,147.47198481875654,526.4251269908206,727.8008422444566,20,Oeste
217.85562857558733,31,167.69685165602317,88,5.512649305937707,965.2086241715608,80.04849425800181,3.8591847420136265,0,57.39050867280977,88.35947145633226,602.7084697223565,1267.618729603441,10,Oeste
273.8947022370758,34,191.02493886538926,84,7.7270918932792245,1178.3399444659683,103.43391104054132,4.833605800425877,0,95.23829235635077,197.37208665350843,387.4373842421598,849.9241064616474,19,Sur
174.08648908631764,23,136.12391164196356,98,5.603861270006043,631.3819718663262,78.04469184748726,5.0,0,83.39300234744054,85.20032754404639,449.38589082282823,859.0352234239667,19,Sur
159.5753198553406,28,148.01371324415936,73,3.988758828161623,902.5064217493997,104.6003904942012,4.172331152321991,0,78.26742508246016,95.15645925352226,590.0536732980648,639.8059374461486,13,Sur
174.91214782077316,33,144.55146198138257,87,5.160319520975107,1358.5556207209293,94.89065423157734,4.004695304009299,1,42.7573151747687,149.06483289364496,394.03314425421684,827.2074200213855,16,Oeste
245.7701058851037,33,110.90813991033448,70,7.077308574639471,642.1311419089648,107.41699732528559,3.8250460847628944,0,84.59760497954346,119.0037872844298,524.2314257451382,850.7662456203078,15,Este
216.43755548298424,32,143.7920639248806,85,1.0156288673015728,1443.0736888930805,79.24256794113097,4.4123451751054334,0,85.54869859733495,121.48028528019069,498.3061417094451,1163.6292171250418,13,Oeste
173.51198981164805,27,167.6212437476133,80,4.423938521121558,679.7749042333933,119.47244727165855,5.0,0,83.05185333626702,121.54766006571188,480.4069333133986,1233.4387732258515,12,Sur
225.66337165566782,28,160.81179083624482,82,7.76611479716321,1254.8144732132832,97.25448272509465,4.892925445594136,0,92.00152271831628,164.57919703480644,557.269864209689,751.8422442711512,7,Sur
204.85387746740201,33,162.3816633877602,71,3.9762631978129646,888.1124469360623,111.45284001857235,4.568988306302916,0,100.83786977208291,30.0,388.44992126206336,1054.1079938715757,12,Norte
248.43224952664445,33,142.48982038721002,73,8.09221712086282,656.5275227083071,114.39813191927334,4.561651265556928,0,47.05930073126842,131.3805554354588,421.98832183698744,631.949069348499,11,Sur
164.89734530613237,28,136.87805527988718,80,7.829487638719625,850.9302858542205,82.63832571451067,4.416154943127057,0,73.49911740714944,108.39186491677928,486.075120455304,1054.8689549777384,15,Este
183.61689267011158,34,175.38511343797242,63,4.868941769022097,1163.4787564536982,113.23386264412115,3.9763546771457325,0,95.47302804692731,89.90015869877536,379.8817634829086,1432.416036148184,16,Oeste
180.3945923433921,33,140.05365707284662,91,3.8629213902219988,997.9438015295527,78.62399837283512,3.6317258887296022,0,71.94815537374993,89.79454328266664,623.0921802333042,644.0375142391605,14,Este
126.82425259339408,33,155.88164077586427,80,4.425282251700731,1335.5408234330032,79.4479338586016,3.9895929553360294,0,108.78270671185534,30.0,420.12328625699575,797.0666915666334,15,Oeste
214.8060138532288,37,153.26669361355076,71,10.329228984002869,1430.7220182804645,129.45998853982653,4.211169801065677,0,82.70535490077695,88.06327585595223,578.6329600040895,1145.4550429147243,17,Norte
213.05276360899447,29,179.23434032514237,74,8.748848893866487,645.0908004046448,116.67780053194937,3.2731830506408524,0,21.352320766293474,171.61850899757349,412.44966930526846,1169.0388949940323,21,Norte
200.25567283212305,28,169.4282471534472,65,5.250781943613477,623.1192565268966,131.10496263150634,3.9235246353168955,0,105.18286757593081,153.28219512110158,570.4197206142751,811.7766509851989,19,Este
188.27064333124267,27,124.09482758665759,75,3.783692896759181,608.5618679137475,94.44678954088134,3.587033822704363,0,76.4869031943401,112.3447295042203,339.1151325553104,1294.716347071619,20,Norte
129.23146289747928,37,126.2489366644992,80,5.234082071162526,730.2411711855942,101.53642996117013,4.506920580534071,1,26.90867500624141,63.54977112637375,640.8615401044508,836.8843135054653,14,Oeste
178.96773386173206,40,161.57819636138268,83,5.487653853233529,1331.2643562459234,107.91032120128546,3.7251457989216448,1,72.43130419139607,152.87479089036515,613.5133005106634,1334.6935215205997,13,Norte
182.86427417366153,36,148.71324705241668,77,2.513282524781292,1168.1085852000206,99.81706650109159,4.164110165990493,0,41.9490686415616,172.39393646641673,444.74164918774477,1093.7303376081848,13,Oeste
159.88613653891906,35,140.8965643209247,92,5.160082538430521,836.4917281232705,88.80795968956143,3.6499898535322117,0,102.5939385678246,161.36778683190659,417.4359367922866,1254.243010407406,13,Oeste
191.93571441669954,36,170.3125576798894,81,7.64480864962346,996.6692228131496,86.55872953179926,4.798849662980458,0,78.92477059561504,81.2509778005452,545.780251250012,1074.1656252530922,17,Este
220.20254284072692,26,153.7491876417782,70,1.4012866375670532,1421.2916515497816,103.20793349243425,3.1496215317327074,0,52.287639055947025,85.40485276549252,347.3893778196251,1131.392820870866,20,Oeste
294.3092950605265,35,151.04914773778887,86,6.653167930274496,1572.403255293736,83.99710237506542,4.237920188421984,0,104.32544170888579,186.23645035376856,503.4752086794251,1142.0265053158473,15,Norte
208.72889064159196,37,165.59657281510098,69,7.749595940109559,1077.8153000328407,83.57704761449722,3.361371165780034,0,93.75576997988746,71.62915834012158,419.241156508216,1228.9573085266788,16,Este
212.8775195361382,33,142.49782010112872,76,3.8788853098112637,202.21564478578046,105.90358016731889,3.7453336747575747,0,72.92705788923925,139.12853462062284,474.5689884722026,993.4344399685136,18,Oeste
196.27770421169163,27,181.37037970945107,92,8.388351516382112,1089.186128427992,98.57260972771577,4.1030933518422525,0,42.63207681390918,48.89055411707221,435.61512289263317,820.0192329829104,11,Oeste
104.06143923504793,31,134.23904753533984,65,3.6193258751033093,1280.4244388624043,114.05809405872527,4.127678515658419,0,54.725786193902195,107.98738530504338,420.1631367106218,984.2121745994007,15,Oeste
198.67430622753915,33,163.13858132684177,79,5.882165323720807,1067.3896947568226,93.62632884875737,4.114633420547706,0,54.276262708818834,143.40601602937423,670.4794157624585,866.5024337518134,14,Este
203.01151049705132,29,178.6766567731969,69,4.386454630672739,1217.954475620435,91.28116075036696,4.07587457048775,0,102.39491609793166,118.80136171431549,578.0543483336971,879.5855784324871,16,Oeste
323.1621056242643,35,122.454090214558,73,4.386007285674793,1107.1196123381153,106.35330094053207,3.6790778690632786,0,29.57308143067319,140.9565328422043,352.0137017827854,1330.9554479600815,17,Este
190.38195176094388,33,143.133296482951,66,3.765401860483909,629.6063747554404,87.8196268816926,3.9179733384555946,0,78.58295550310751,70.95179697385018,412.4186595232592,1124.5455781512692,18,Norte
215.07736711668062,32,172.84414785771116,66,6.39715096172404,734.1284699909611,90.12808411664972,4.015817008089457,0,72.49146827683741,87.19992142017378,585.7449029334913,1115.347496446583,16,Este
198.26441151473784,25,173.1448909546205,97,6.697610915462898,903.6543438609531,90.72318414430877,4.097680198379441,0,111.0661705332625,139.27273513995476,596.8686843804508,1214.528708484225,8,Sur
141.5660981190234,23,146.57008799223522,83,4.871155600845623,1319.6244334715054,96.8544684055667,3.9671597635965057,1,86.9820967302596,147.875525682095,361.49173043471535,1123.502098553079,20,Sur
257.14114072575103,37,135.3065781264628,97,2.2800635726554517,770.2347795038138,126.58654814943854,4.364795210492227,0,96.05630855431006,128.7925141225145,569.8604848691303,1373.415498966755,16,Oeste
237.5966516343387,34,169.11871644661525,58,5.806340333268779,1136.770789950294,79.34816762564265,4.046693485075471,1,64.23919988809944,157.8823096663325,526.5029116133022,581.0711343374431,17,Oeste
239.55159735215233,30,173.6709820516321,64,5.844028718821388,1091.107778176359,119.43261373176188,4.100662983810807,0,43.07005437484215,53.71168245714895,305.83300349343983,800.4814776406445,15,Sur
154.53062726026306,27,126.7067330297521,84,4.566569977227145,1475.8591795237392,111.06680134434875,3.808673825844241,0,70.23572072370523,101.35208198612561,459.68022816066906,859.8656303653659,15,Norte
270.13971554680495,26,125.92172702067239,77,8.734462574361617,987.4960665611757,123.5046827105499,3.4737790366927888,0,103.31487157779297,192.90735092904737,486.38366836494976,724.8567045058205,14,Este
129.90744686038596,32,154.50513363967198,73,1.872141470198692,473.5724745171225,147.0502907248341,4.0770144653662355,0,103.24671893455306,171.3387531597488,504.8491805367348,1022.5845542642586,12,Sur
229.34285469001352,31,162.58721266857785,89,0.5654325794928639,1194.0611394690334,121.47179531181783,4.603723021981469,0,67.08237286652911,145.34552660030178,367.9417212679977,1031.986539085993,18,Este
309.5227812904989,26,144.0186182953989,82,3.5383302006046584,1641.4165634902015,113.88500421861792,4.221930615365206,0,54.177685860543264,113.78532106577987,423.6984495815293,1395.0672477237758,11,Norte
150.4731837434656,45,163.585876399647,72,6.420849068182899,1213.7150034599367,80.31255472562474,3.591253029392604,0,48.29962625278441,161.39262513399876,437.7056261351586,1180.7578283705411,18,Norte
171.6851135198614,38,135.79726786325236,79,2.8883107251323183,763.7015224568779,82.20666607733436,4.407370012909302,0,75.90120191820317,137.1656607864643,446.43242833402496,898.4947137023848,20,Sur
204.98256825438207,31,107.70612801852529,82,3.0380581629478494,675.4162362463105,105.40285276547833,3.8324414661030217,0,84.09653515157999,59.302385415710845,448.1002552747184,1098.871896099483,16,Oeste
174.82621729419003,20,141.52197855334808,75,6.902042672356309,714.1093499477784,74.52885778120654,4.357326990240144,0,124.19574538927276,159.83049788224517,486.73670890855163,634.6039759142712,10,Norte
122.46682844669337,32,151.26464293026203,84,5.925095845595499,1600.993564114614,109.23158876936829,3.8156020675519193,0,83.69992272856624,85.35826342711067,530.9636615110418,1028.4510452992138,8,Norte
203.42814874030137,39,144.48320080207088,79,5.7541218192568,901.8017678435692,67.97617163858483,4.1766532199136845,0,98.41297981421414,150.3875300007271,677.422572451458,1017.7574629223946,11,Este
146.88481431369476,23,126.8279347268103,71,6.562857838931056,801.2069818515918,117.28350078346924,3.7407513316878265,0,56.585960362873436,55.36108845022805,587.0888753546567,819.5805205270065,20,Este
223.67962153175907,26,113.68702048242365,91,4.149614093454232,952.46900676183,95.17449532099602,3.7534737517648327,0,81.25103014787372,183.96077328400835,631.6863389509754,959.760526254209,18,Sur
154.02878828830984,35,139.71822391264203,63,4.242031851883618,904.9278854182894,101.89895418205283,3.21686731645213,0,84.20235366610598,109.00414484791523,451.9244314976317,861.4925021446966,11,Sur
277.496720250877,26,167.95311543299488,82,6.61955854512285,1470.295107936251,88.77441555369276,4.25603740958058,0,75.78408416466866,75.62654671115293,399.607684975707,813.4909363555475,13,Este
160.83733538318813,26,175.12394878827365,87,2.310226438437601,695.6567526951092,71.52210384666142,4.185084817410169,0,79.34543609390222,92.45979067716904,580.1425275547332,1134.8998281055751,15,Norte
183.89692418971623,33,173.7542676827691,94,0.7145603072029072,1354.192969498134,118.52042918791392,4.213221358130471,0,83.78655402860318,106.52603610745179,498.37890601152395,1206.7822387630008,16,Oeste
240.67586086848348,31,133.68180929702893,72,4.133431652744291,1036.6276289353254,120.0355209243207,4.137665280565906,1,94.43110439282947,119.76921134290922,573.0317800129537,1101.9991081962958,12,Oeste
138.45678417830223,34,126.92587352739272,84,6.861746578131383,1362.1079540283056,94.72768352194453,3.6188749833383484,0,115.07354130241285,172.7258254535866,411.7699775414958,912.3790661160833,13,Sur
211.37299673020647,33,159.9326922995979,61,5.511119397973607,1474.7857131202154,109.92894347101011,4.48294963224679,1,12.033566250808704,122.8057046590963,564.8577098767643,867.4892806802629,19,Este
265.3571377141214,27,162.7020002319585,82,6.714583008246031,1025.4392901739286,94.13662869684394,4.496389650046135,0,113.41212542416062,33.16332809109916,482.4750513590108,918.6000034627136,13,Norte
119.62583827193862,39,158.00339210400995,80,0.9674113791536696,905.4809171202503,104.32734766399369,3.6058812674147087,0,28.675756510460694,70.81045951324356,453.9099015531731,955.9984211622615,18,Oeste
209.2316929266152,22,109.71873451524473,71,5.630993616646983,1019.8536495595309,111.38708798380165,4.266061995674979,0,89.26288463110257,230.30139169664403,463.32442343499883,825.5819483616419,10,Oeste
212.99413971242117,34,132.66230830233067,84,6.307729009284756,971.5687983984606,108.3262738686081,4.437495592683988,0,150.66886907265422,125.41555182651703,549.0433417247878,1210.7647974352042,19,Oeste
239.09114358886552,22,149.40622419428044,91,2.2984051547786306,502.9100632783816,120.11454420114018,3.7649508633281394,0,78.72379134722655,158.0316045604194,577.414131634439,959.5452537219165,9,Norte
138.1524644560959,34,159.74436389260853,94,6.72411518109309,1465.7441121355218,107.78321013558003,3.851982155377824,0,85.40057418243926,107.66615442024646,463.35858422791426,1152.9761699956812,13,Norte
133.9771693457862,26,165.34614725204975,88,4.776962206988414,1073.735505214357,100.42126925557893,4.267056704105893,0,70.69220858238597,79.8155474317255,534.4309828423329,720.0158315188822,18,Sur
